Pair,Sector,Discovery_Score,Coint_pval,Half_Life,Train_Return_%,Train_Sharpe,UF_OOS_Return_%,UF_OOS_Sharpe,UF_OOS_MaxDD_%,UF_OOS_Trades,UF_OOS_WinRate_%,UF_OOS_AvgPnL_%,Market_Return_%,UF_Alpha_%,F_OOS_Return_%,F_OOS_Sharpe,F_OOS_MaxDD_%,F_OOS_Trades,F_OOS_WinRate_%,F_Alpha_%,Filter_Sharpe_Change,Pct_Healthy,Avg_Health_Score,Signals_Blocked_%,Filter_Improved,MC_pvalue,BS_Sharpe_Lo,BS_Sharpe_Hi
SCHW_RF,Banking,100,0.0062283919347916996,46.07565788081467,-29.971634706688675,-0.1146839637254024,-48.67406828431802,-0.2348446601114849,-76.81885938116262,51,39.21568627450981,0.4364884479274966,75.18307733355216,-123.85714561787017,9.559080516304919,0.10566836493469516,-34.62446661005778,8,2.575488454706927,-65.62399681724725,0.34051302504618003,8.436944937833037,0.2311245645059872,84.70588235294117,True,0.445,-0.6506497716908838,1.349104733663404
AMGN_SYK,Healthcare,100,0.009389350026015608,62.746598943989305,-19.072312953734883,-0.2646436544604353,-20.111535403572912,-0.3097116982298612,-44.5397973654087,44,52.27272727272727,-0.38072311393325736,75.18307733355216,-95.29461273712508,0.0,0.0,0.0,0,0.0,-75.18307733355216,0.3097116982298612,0.4440497335701598,0.22670516709612074,100.0,True,0.694,-0.9780214106961793,0.7283394266023011
BAC_PNC,Banking,100,0.0053121358695093724,38.81692760110815,-35.0218713591582,-0.36933761993940356,-7.417970178497835,-0.12581751839031535,-34.08445681218628,58,41.37931034482759,-0.061382512860956855,75.18307733355216,-82.60104751205,0.14664975473701602,0.007594946563292368,-6.71617609182168,8,1.5985790408525755,-75.03642757881515,0.13341246495360773,8.880994671403197,0.30549721978974,89.29663608562691,True,0.525,-0.906264794071286,0.8922742981037207
VMC_MLM,Materials,100,0.005553049456933124,33.45883605146679,28.009405556738145,0.4155434492574551,2.4281997738970995,0.06419608991430616,-10.74417790673724,60,36.666666666666664,0.06608219710324535,75.18307733355216,-72.75487755965506,-1.8126415940361795,-0.17660425957324333,-5.776394602016487,13,2.0426287744227354,-76.99571892758834,-0.24080034948754947,11.989342806394317,0.28952711500485695,86.56716417910447,False,0.411,-0.8325582470292122,1.061115233758993
LIN_VMC,Materials,100,0.007520094849036607,53.23273158301605,65.20787359213831,0.38978812532592333,-10.486352964229372,-0.12003361132779604,-49.726319174207966,52,57.692307692307686,-0.033207045708066533,75.18307733355216,-85.66943029778153,-14.167665328625157,-0.6108869763320106,-14.167665328625157,6,1.0657193605683837,-89.35074266217732,-0.49085336500421456,5.328596802841918,0.20153655100332418,89.9390243902439,False,0.512,-0.8768775095613551,1.0340293240532064
EMR_WM,Industrials,100,0.0033683561639394704,49.02278417578167,34.904247686973534,0.416593888745424,-18.035012007464914,-0.35608996339294346,-30.502935630509953,50,46.0,-0.33074722635404563,75.18307733355216,-93.21808934101708,11.074048370682776,0.33411636145316886,-7.213728562539656,10,2.3090586145648313,-64.10902896286939,0.6902063248461123,8.436944937833037,0.2879192490043999,82.00692041522491,True,0.738,-1.1617851618331934,0.6780880823588846
CAT_CTAS,Industrials,100,0.001753304200727901,54.342861504406656,-80.26535445485575,-0.9167706851231332,-33.66772248671969,-0.3560223474088116,-52.79272929080028,41,51.21951219512195,-0.6714839754864472,75.18307733355216,-108.85079982027186,-2.673346092772999,-0.18092797307703637,-9.42105256552057,1,0.5328596802841918,-77.85642342632516,0.17509437433177524,0.8880994671403196,0.24022669696216983,95.74468085106383,True,0.704,-1.019974496153796,0.756300885425241
CAT_EMR,Industrials,100,0.0056343926446117115,58.63810110474204,-38.166763860282984,-0.4016546195897293,37.48793677760129,0.2018582790453097,-51.79224311615251,49,57.14285714285714,1.2558602359183442,75.18307733355216,-37.69514055595087,-8.386815531525926,-0.36647844274305424,-14.262005499139496,2,0.4440497335701598,-83.56989286507809,-0.5683367217883639,6.216696269982238,0.2578071646323234,96.81978798586573,False,0.222,-0.5266642384036785,1.5523136651409901
HON_NSC,Industrials,100,0.004836168355124091,44.84981657590072,28.800175647374093,0.2967143289493279,-15.942956714624579,-0.31923186275574456,-25.95954889780647,44,34.090909090909086,-0.3222399891652711,75.18307733355216,-91.12603404817673,0.22399472685386002,0.030696202278535013,-2.285383608164816,3,0.7104795737122558,-74.9590826066983,0.3499280650342796,2.664298401420959,0.24380892351398417,95.16129032258065,True,0.709,-1.126692798523237,0.6226685712209541
SRE_ED,Utilities,100,0.000772301546443844,54.57455731939796,-28.065322801857917,-0.5184796063580335,-13.293445055535392,-0.27894309891256736,-31.663634157820752,49,48.97959183673469,-0.23309626869881106,75.18307733355216,-88.47652238908755,-7.159075495847289,-0.5685862434984509,-9.672334799198904,11,2.753108348134991,-82.34215282939945,-0.2896431445858835,9.325044404973356,0.257747120904028,79.17981072555204,False,0.659,-1.1392546596796518,0.7493252048274003
AMZN_DPZ,Consumer,100,0.008660212225704745,46.07743245298914,-13.844128474690686,-0.13549533003649347,49.32975978028982,0.4782815352245959,-31.65606346185344,47,63.829787234042556,0.9997237512471179,75.18307733355216,-25.853317553262343,1.1355520101827832,0.050463033172899956,-8.584327672114544,9,2.575488454706927,-74.04752532336938,-0.4278185020516959,8.792184724689166,0.27244646210924883,81.84931506849315,False,0.111,-0.33739837821612945,1.728155795416358
CL_CMG,Consumer,100,0.002294005923790856,41.6988211663204,-59.34776848958387,-0.12870303999718477,-64.51405204910452,-0.5472446708969403,-86.46385272573688,34,47.05882352941176,-2.078396070396607,75.18307733355216,-139.69712938265667,0.0,0.0,0.0,0,0.0,-75.18307733355216,0.5472446708969403,1.3321492007104796,0.18220198853933883,100.0,True,0.802,-1.01262837302745,0.5726095966146995
PNC_FITB,Banking,100,0.0012312160710893378,46.485929730653055,-2.6118627431963137,-0.0060330220339379955,-82.89162188712217,-0.4276542046496899,-84.92858858492778,49,51.02040816326531,-0.6556128864518102,75.18307733355216,-158.07469922067435,-28.557484342125903,-0.27706860961041785,-49.15779211096343,9,2.753108348134991,-103.74056167567807,0.15058559503927205,11.989342806394317,0.3058175325845469,80.61538461538461,True,0.613,-0.6896553378267051,1.0392306646523273
AVGO_IBM,Tech,100,0.00048281511455999944,34.69196358784145,-49.110532810481565,-0.486889437270507,34.320232286367315,0.26725829425178516,-26.996277153834352,36,52.77777777777778,1.237863972490783,75.18307733355216,-40.86284504718485,3.6829299832568996,0.17083823045470378,-7.796335548035235,4,1.6873889875666075,-71.50014735029526,-0.09642006379708137,5.772646536412078,0.19279817716898415,88.70523415977961,False,0.192,-0.5203828454836795,1.7264294141536543
GOOGL_INTU,Tech,100,0.0002152121925358281,42.88039897016089,-1.9142631796007503,-0.0210460019018936,2.515720330084159,0.041463024235058855,-25.752054622150624,53,49.056603773584904,0.12344988789898305,75.18307733355216,-72.667357003468,-10.918268545969045,-0.5536994605005929,-14.710113936143413,4,0.4440497335701598,-86.1013458795212,-0.5951624847356518,9.325044404973356,0.301133811856458,94.46153846153847,False,0.359,-0.7302010362821166,1.1163214643673127
AMD_QCOM,Tech,100,0.009425549345410403,56.28428166702485,-75.61601983590131,-0.6306302742715099,-29.33114750171918,-0.3208312252724813,-40.82493938489579,53,45.28301886792453,-0.4453237601503569,75.18307733355216,-104.51422483527134,-23.67939922451532,-0.5946213215708221,-24.76251952747004,10,2.841918294849023,-98.86247655806748,-0.27379009629834083,11.545293072824157,0.2798848679865774,80.54054054054053,False,0.665,-0.9900228961172125,0.7469926414679167
MSFT_INTU,Tech,100,0.001979716272875075,40.77155611000285,9.588967339162725,0.17603785167969357,-5.200459460522822,-0.09783435355369456,-19.75077746572345,48,47.91666666666667,-0.04263282975143512,75.18307733355216,-80.38353679407498,-12.25375980306811,-0.8457252123422966,-12.56917279370553,3,0.8880994671403196,-87.43683713662027,-0.7478908587886021,4.7957371225577266,0.29107325501788206,90.76086956521739,False,0.543,-0.8512637146474005,0.8296914221645798
QCOM_TSLA,Tech,90,0.004068196737190094,81.7720087615558,-49.32826001512747,-0.16349908965768892,-18.890063190455376,-0.19528492413551013,-63.92762148764702,45,46.666666666666664,-0.19293528159441198,75.18307733355216,-94.07314052400754,3.1553615482734276,0.23370612305845626,-7.675294267048077,3,0.9769094138543518,-72.02771578527873,0.4289910471939664,5.772646536412078,0.22372426603267553,94.71830985915493,True,0.576,-0.9040299968000031,0.9095247539933737
GOOGL_AMD,Tech,90,0.007147499652513487,83.9446179831257,-99.99999999970296,-0.36680606597056375,-56.841719627368484,-0.6119653182867307,-62.25951440174335,46,39.130434782608695,-1.5259720464461748,75.18307733355216,-132.02479696092064,-33.20197356162854,-0.8426008989601715,-35.01572747835208,7,1.6873889875666075,-108.38505089518068,-0.2306355806734408,5.772646536412078,0.24044051669989785,85.44776119402985,False,0.876,-1.1620118347974608,0.4563270126595573
KMI_WMB,Energy,90,0.006946594306112286,115.24149870079715,-1.3620119725968882,-0.010946794603986973,-18.09435722938032,-0.5648883744060033,-19.011789867326357,56,35.714285714285715,-0.3325754179030768,75.18307733355216,-93.27743456293248,2.7978584615155677,0.38199183813725035,-1.9847611108200727,2,0.4440497335701598,-72.38521887203659,0.9468802125432536,1.7761989342806392,0.1976591089584053,96.64804469273743,True,0.883,-1.41612622018501,0.39339085025047715
