Trades_Per_Year_Med,Trades_Per_Year_P25,Trades_Per_Year_P75,Avg_Hold_Days_Med,Avg_Hold_Days_P25,Avg_Hold_Days_P75,In_Position_Frac_Med,In_Position_Frac_P25,In_Position_Frac_P75
0.6714031971580817,0.44760213143872113,1.3987566607460036,6.0,4.5,8.464285714285715,0.022202486678507993,0.010657193605683837,0.034857904085257546
