Pair,Unfiltered_Sharpe,Filtered_Sharpe,Sharpe_Change,Unfiltered_Return_%,Filtered_Return_%,Return_Change_%,Unfiltered_MaxDD_%,Filtered_MaxDD_%,Unfiltered_Trades,Filtered_Trades,OOS_Pct_Healthy,OOS_Avg_Health,Signals_Blocked_%,Filter_Improved
BAC_PNC,-0.1258158634583561,0.007595705545270995,0.1334115690036271,-7.41788167128723,0.1466642427797149,7.564545914066945,-34.08439880108714,-6.716173542270526,58,8,8.880994671403197,0.30549750209519005,89.29663608562691,True
WFC_MS,-0.045360022846474,-0.2625990049588768,-0.21723898211240278,-2.7131671918316336,-1.1464170322615597,1.566750159570074,-37.45981536539682,-1.686658952923697,54,2,2.664298401420959,0.27382117957040825,96.996996996997,False
CVX_OXY,-0.6127556041553214,0.11920687043116757,0.731962474586489,-90.59336938091333,12.664503206945476,103.25787258785881,-95.42686100445177,-23.771109337530262,55,3,5.328596802841918,0.25653438217818997,93.53846153846153,True
