Coint_Frac_Pre,Coint_Frac_Post,Corr_Mean_Pre,Corr_Mean_Post,Hurst_Med_Pre,Hurst_Med_Post
0.09205776173285199,0.05752212389380531,0.46058874617344414,0.49688278941053865,1.0,1.0
