Pair,Reward_Type,Description,Baseline_Sharpe,RL_Sharpe,Sharpe_Delta,RL_Trades,Pct_Flat,Pct_Long,Pct_Short,Best_Val_Sharpe,Episodes_Trained,Converged_No_Trade
BAC/PNC,raw_pnl,Raw PnL (baseline) — step PnL minus costs,-0.05953223818852039,0.0,0.05953223818852039,119,8.170515097690942,70.69271758436945,21.136767317939608,0.2614888512740868,20,False
BAC/PNC,sharpe_reward,Sharpe-based — rolling risk-adjusted reward,-0.05953223818852039,0.0,0.05953223818852039,99,35.43516873889876,39.87566607460036,24.68916518650089,0.20172093340912114,12,False
BAC/PNC,risk_adjusted,Risk-adjusted — PnL minus drawdown penalty,-0.05953223818852039,0.0,0.05953223818852039,37,58.52575488454706,37.211367673179396,4.262877442273535,1.1500177573412744,14,False
